feedback_text,sentiment
The pest outbreak this season was uncontrollable #833,Negative
Most farmers are preparing for the next sowing season #309,Neutral
We are struggling due to lack of proper irrigation #507,Negative
The local market prices are favorable this time #806,Positive
There is routine inspection happening this week #439,Neutral
I'm happy with how the new organic methods are working #757,Positive
The loan paperwork is under process #516,Neutral
There was no proper guidance from the agriculture department #254,Negative
Our storage facility upgrade saved a lot of produce #870,Positive
Farmers are planning the next crop cycle #65,Neutral
The weather updates were inaccurate and misleading #411,Negative
The storage is being used moderately this season #361,Neutral
Irrigation has been functioning as expected #288,Neutral
Most farmers are preparing for the next sowing season #859,Neutral
Loan disbursement is delayed every season #174,Negative
Access to expert advice has made a big difference #543,Positive
Farmers attended a local meeting on agriculture trends #105,Neutral
Heavy rains washed away the seeds after sowing #256,Negative
There’s no help during pest infestations #767,Negative
Fertilizer prices have increased drastically #766,Negative
No one came for the soil testing we requested #290,Negative
Transport availability is normal this week #422,Neutral
We haven't made any changes in farming technique #528,Neutral
We are facing labor shortages during peak season #344,Negative
Storage facilities are in very poor condition #526,Negative
Meetings are being held as usual #895,Neutral
We haven't faced any new challenges so far #687,Neutral
Meetings are being held as usual #195,Neutral
The water supply is consistent but not excessive #421,Neutral
Local vendors are exploiting us by offering low prices #678,Negative
There are no proper roads to transport our produce #287,Negative
The soil testing facility helped us choose the right fertilizer #436,Positive
Local vendors are exploiting us by offering low prices #728,Negative
The new tractor loan has helped speed up fieldwork #238,Positive
Communication among farmers has been normal #348,Neutral
We are seeing better profits than last season #110,Positive
No special announcements from the authorities #275,Neutral
I'm satisfied with the quality of seeds provided #164,Positive
The mobile alerts are useful for daily farming tips #289,Positive
The new irrigation system is saving us a lot of water #253,Positive
There is steady demand in the local market #584,Neutral
We are facing water scarcity in our village #965,Negative
We don't have access to reliable weather updates #289,Negative
The app for fertilizer tracking is working well #745,Positive
We are struggling due to lack of proper irrigation #207,Negative
We are using traditional farming methods this time #420,Neutral
Local authorities are not responding to complaints #392,Negative
There is steady demand in the local market #334,Neutral
Rainfall was consistent and well-timed #991,Positive
Our farm-to-market transport has improved greatly #840,Positive
We’re facing huge losses this season again #150,Negative
We didn't receive any training this year #222,Negative
We are facing labor shortages during peak season #744,Negative
We planted the crops last week as per schedule #401,Neutral
Our soil health has improved thanks to expert advice #462,Positive
We’re unable to sell our produce at a fair price #310,Negative
We are unable to access good quality seeds #436,Negative
The support from the agriculture department was very helpful #158,Positive
Crop insurance hasn't been processed yet #912,Negative
